Year,Age,School,Height,Weight,Sprint_40yd,Vertical_Jump,Bench_Press_Reps,Broad_Jump,Agility_3cone,Shuttle,Player_Type,Position_Type,Position,Drafted,y_pred,Id
2019,21.997016197783463,Georgia,1.778,98.42954429,4.78,74.93,26.0,299.72,7.230447266703479,4.399422150882825,1,0,15,0.0,0.0,2364
2009,23.0,East Carolina,1.9304,116.1196467,4.78,74.93,17.0,287.02,7.28,4.56,1,0,18,1.0,1.0,2428
2016,23.0,South Carolina St.,1.8542,140.1600423,4.93,87.63,29.0,276.86,7.9,4.7,0,2,4,1.0,0.0,1041
2011,22.0,Washington,1.8796,104.7798375,4.51,88.9,20.23640776699029,304.8,6.77,4.12,1,0,14,1.0,1.0,829
2017,22.0,Oklahoma St.,1.8288,98.88313666,4.58,93.98,23.0,330.2,7.230447266703479,4.399422150882825,1,0,15,1.0,0.0,1350
2010,21.0,Virginia Tech,1.905,104.7798375,4.62,81.28,22.0,294.64,7.36,4.41,0,1,6,1.0,1.0,2388
2011,23.0,Iowa,1.8796,136.5313034,5.12,78.74,23.0,264.16,7.46,4.59,1,5,10,1.0,0.0,443
2010,21.0,Miami (FL),1.905,113.3980925,4.7,83.50634934889987,19.0,291.9857,7.230447266703479,4.399422150882825,1,0,18,1.0,0.0,2768
2017,21.0,UCLA,1.8796,113.3980925,4.59,83.82,24.0,309.88,7.48,4.62,0,4,11,1.0,1.0,679
2012,23.0,South Carolina,1.9304,153.3142211,5.29,68.58,20.23640776699029,259.08,7.87,4.9,1,5,10,1.0,1.0,1025
2018,22.0,Pittsburgh,2.0066,134.7169339,4.82,74.93,22.0,271.78,7.14,4.5,1,5,12,1.0,1.0,2686
2014,23.0,Stanford,1.9558,113.3980925,4.86,90.17,19.0,299.72,6.78,4.2,0,2,3,1.0,1.0,407
2010,21.997016197783463,Alabama,1.9304,131.9953797,5.21,76.2,25.0,271.78,7.4,4.68,0,2,4,0.0,0.0,1694
2013,21.997016197783463,East. Kentucky,1.9304,92.98643585,4.5,91.44,10.0,312.42,6.9,4.39,1,0,19,0.0,0.0,124
2016,24.0,Auburn,1.9558,139.2528576,5.18,83.50634934889987,22.0,291.9857,7.230447266703479,4.399422150882825,1,5,12,1.0,1.0,1967
2012,21.0,Illinois,1.9304,118.3876086,4.68,81.28,27.0,299.72,7.17,4.53,0,2,3,1.0,1.0,788
2018,21.997016197783463,Nebraska,1.8542,88.45051215,4.58,105.41,17.0,340.36,7.230447266703479,4.399422150882825,0,1,16,0.0,0.0,1779
2017,23.0,Memphis,1.778,85.72895793,4.62,87.63,18.0,304.8,7.230447266703479,4.399422150882825,0,1,1,0.0,1.0,1125
2011,21.0,Appalachian St.,1.8034,95.2543977,4.49,78.74,21.0,294.64,6.9,4.09,0,1,6,1.0,1.0,2358
2010,21.0,Fresno St.,1.8034,100.2439138,4.43,92.71,26.0,304.8,7.2,4.54,1,0,15,0.0,1.0,845
2019,23.0,West Virginia,1.8796,98.42954429,4.84,86.36,20.23640776699029,284.48,7.09,4.28,1,0,14,1.0,1.0,2453
2018,22.0,LSU,1.8034,79.37866475,4.32,83.50634934889987,7.0,314.96,7.230447266703479,4.399422150882825,0,1,1,1.0,1.0,1898
2019,21.0,Ohio St.,1.8288,92.98643585,4.31,101.6,11.0,342.9,7.230447266703479,4.03,1,0,19,1.0,1.0,2261
2016,21.0,Virginia Tech,1.8034,84.82177319,4.48,83.50634934889987,15.0,291.9857,7.230447266703479,4.399422150882825,0,1,1,1.0,1.0,1907
2015,22.0,Georgia,1.8796,96.61517481,4.35,114.3,18.0,353.06,7.06,4.3,1,0,19,1.0,1.0,1088
2014,22.0,Coastal Carolina,1.8542,89.81128926,4.5,92.71,15.0,299.72,7.08,4.2,1,0,19,1.0,1.0,2466
2011,22.0,Florida,1.905,99.33672903,4.85,83.50634934889987,20.23640776699029,291.9857,7.230447266703479,4.399422150882825,2,3,13,0.0,0.0,1622
2013,24.0,Alabama,1.8796,132.9025644,5.23,83.50634934889987,20.23640776699029,291.9857,7.230447266703479,4.399422150882825,0,2,3,0.0,0.0,942
2019,22.0,Temple,1.8034,99.7903214,4.45,76.2,22.0,289.56,7.02,4.29,1,0,15,1.0,1.0,2120
2018,21.0,Florida,1.8034,90.718474,4.41,86.36,20.23640776699029,307.34,7.230447266703479,4.399422150882825,1,0,19,1.0,1.0,1703
2013,23.0,North Carolina St.,2.0066,102.0582833,4.94,67.31,20.23640776699029,259.08,7.49,4.52,1,0,14,1.0,0.0,2573
2012,21.0,Portland St.,1.9558,138.3456729,5.23,66.04,29.0,261.62,7.93,4.75,1,5,12,0.0,1.0,518
2014,23.0,Florida St.,1.9304,142.8815966,5.44,83.50634934889987,20.23640776699029,291.9857,7.230447266703479,4.399422150882825,1,5,0,1.0,1.0,1547
2015,21.0,Boise St.,1.8288,100.2439138,4.57,99.06,19.0,307.34,7.1,4.1,1,0,15,1.0,1.0,1036
2013,22.0,San Jose St.,1.9558,104.3262451,4.69,83.50634934889987,20.23640776699029,291.9857,7.230447266703479,4.399422150882825,1,0,18,0.0,1.0,2290
2018,23.0,Memphis,1.905,96.16158244,4.98,73.66,20.23640776699029,279.4,6.96,4.4,1,0,14,0.0,1.0,507
2016,22.0,Louisiana Tech,1.9304,106.1406146,4.56,81.28,20.23640776699029,309.88,7.19,4.25,1,0,14,1.0,1.0,765
2019,21.0,Notre Dame,1.9304,112.9445001,4.7,91.44,22.0,304.8,7.27,4.34,1,0,18,1.0,1.0,2003
2017,24.0,Alabama,1.8288,91.17206637,4.764817905918058,83.50634934889987,10.0,291.9857,7.230447266703479,4.399422150882825,0,1,17,1.0,1.0,1656
2018,21.0,Kansas St.,1.7526,85.27536556,4.51,92.71,11.0,291.9857,7.230447266703479,4.399422150882825,0,1,1,1.0,1.0,1743
2019,22.0,Michigan St.,1.8034,96.61517481,4.52,87.63,22.0,299.72,7.230447266703479,4.399422150882825,0,1,16,1.0,1.0,1748
2011,22.0,Louisville,1.8034,86.63614267,4.59,81.28,13.0,279.4,7.230447266703479,4.16,0,1,1,1.0,0.0,1283
2017,21.0,Texas A&M,1.8288,90.26488163,4.764817905918058,83.50634934889987,14.0,291.9857,7.230447266703479,4.399422150882825,0,1,17,1.0,1.0,1004
2010,22.0,Wake Forest,1.8288,87.08973504,4.37,93.98,15.0,322.58,6.75,4.07,0,1,1,1.0,1.0,1566
2009,23.0,Oregon,1.9558,142.4280042,5.2,64.77,24.0,238.76,8.33,5.02,1,5,12,1.0,1.0,463
2019,21.997016197783463,Appalachian St.,1.778,96.16158244,4.764817905918058,83.50634934889987,27.0,291.9857,7.230447266703479,4.399422150882825,1,0,15,0.0,0.0,45
2019,20.0,Boise St.,1.8034,100.2439138,4.67,88.9,22.0,322.58,7.13,4.29,1,0,15,1.0,1.0,2292
2014,24.0,Michigan,1.7018,83.91458845,4.49,83.50634934889987,15.0,291.9857,7.230447266703479,4.399422150882825,1,0,19,1.0,0.0,1451
2015,20.0,UCLA,1.9558,153.3142211,5.21,81.28,24.0,276.86,8.16,5.07,0,2,4,0.0,1.0,2201
2016,22.0,North Carolina Central,1.8034,85.72895793,4.47,91.44,18.0,309.88,6.88,4.09,0,1,1,1.0,0.0,1586
2015,24.0,NW State (LA),1.9304,145.6031508,5.12,74.93,35.0,266.7,7.92,4.76,0,2,4,1.0,1.0,2537
2014,22.0,Miami (FL),2.0066,150.1390745,5.04,60.96,20.23640776699029,241.3,8.15,4.77,1,5,12,1.0,1.0,2377
2011,21.997016197783463,Washington,1.8288,95.70799007,4.68,77.47,17.0,289.56,6.98,4.15,0,1,17,0.0,0.0,783
2013,22.0,Connecticut,1.8542,111.1301307,4.65,96.52,29.0,322.58,7.49,4.31,0,4,11,1.0,1.0,63
2011,22.0,Citadel,1.8542,89.35769689,4.5,90.17,18.0,327.66,6.76,4.01,0,1,1,1.0,1.0,1876
2010,22.0,USC,1.9304,117.4804238,4.71,90.17,19.0,287.02,6.99,4.57,1,0,18,1.0,1.0,2643
2018,23.0,Tulane,1.9812,118.8412009,4.6,97.79,18.0,325.12,7.53,4.48,0,2,3,1.0,0.0,2527
2015,21.997016197783463,Texas St.,1.8796,93.44002822,5.02,83.50634934889987,20.23640776699029,291.9857,7.230447266703479,4.399422150882825,2,3,13,0.0,0.0,1858
2010,21.0,SMU,1.7526,87.99691978,4.53,91.44,14.0,297.18,7.230447266703479,4.399422150882825,1,0,15,0.0,1.0,841
2010,21.997016197783463,Alabama,1.9558,115.212462,4.93,83.50634934889987,19.0,291.9857,7.230447266703479,4.399422150882825,1,0,18,0.0,0.0,1745
2018,21.997016197783463,Penn St.,1.8542,87.99691978,4.764817905918058,83.50634934889987,14.0,291.9857,7.230447266703479,4.399422150882825,0,1,1,0.0,0.0,1720
2011,22.0,West Virginia,1.8542,109.3157612,4.65,77.47,23.0,289.56,7.23,4.28,0,4,11,1.0,1.0,1110
2018,21.0,Florida St.,2.0066,141.0672271,4.764817905918058,83.50634934889987,19.0,291.9857,7.230447266703479,4.399422150882825,1,5,12,1.0,1.0,2384
2009,21.0,Alabama,1.8288,94.80080533,4.5,91.44,24.0,307.34,7.35,4.51,1,0,15,1.0,1.0,2711
2013,23.0,Arkansas,1.8796,97.52235955,4.95,72.39,20.23640776699029,284.48,7.22,4.39,1,0,14,1.0,1.0,916
2011,22.0,Arkansas,1.9304,151.4998516,5.45,69.85,21.0,228.6,7.74,4.9,1,5,10,0.0,0.0,1914
2014,22.0,Maine,1.778,81.6466266,4.44,99.06,9.0,291.9857,6.81,4.19,0,1,1,1.0,1.0,817
2014,21.997016197783463,Grand Valley St.,1.8796,136.9848957,5.18,83.50634934889987,20.23640776699029,291.9857,7.230447266703479,4.399422150882825,1,5,0,0.0,0.0,2157
2017,21.997016197783463,Tennessee St.,1.8034,85.72895793,4.47,86.36,13.0,330.2,7.230447266703479,4.399422150882825,0,1,1,0.0,0.0,944
2011,23.0,North Carolina,1.905,99.33672903,5.06,74.93,20.23640776699029,264.16,6.96,4.12,1,0,14,1.0,0.0,29
2011,22.0,Georgia Tech,1.8542,103.4190604,4.56,105.41,24.0,304.8,6.79,4.06,1,0,15,1.0,1.0,1766
2016,22.0,West Virginia,1.778,94.34721296,4.47,85.09,14.0,304.8,6.83,4.28,1,0,15,1.0,1.0,2455
2010,21.0,Ohio St.,1.778,87.08973504,4.55,83.50634934889987,19.0,291.9857,7.230447266703479,4.399422150882825,0,1,17,1.0,0.0,1952
2015,23.0,Texas A&M,1.9304,149.6854821,5.19,74.93,26.0,259.08,7.51,4.62,1,5,10,1.0,1.0,2634
2013,21.0,Oregon St.,1.8288,86.63614267,4.54,77.47,8.0,299.72,6.87,4.18,0,1,1,1.0,1.0,767
2019,21.0,Alabama,1.9304,136.9848957,5.12,71.12,23.0,254.0,8.01,4.79,1,5,12,1.0,1.0,1149
2014,23.0,Nebraska,1.905,98.88313666,4.61,105.41,13.0,325.12,7.230447266703479,4.33,0,1,1,1.0,0.0,188
2018,21.997016197783463,Auburn,1.8288,105.6870222,4.74,85.09,22.0,294.64,7.230447266703479,4.399422150882825,1,0,15,0.0,0.0,170
2009,22.0,USC,1.8542,102.965468,4.75,83.50634934889987,32.0,291.9857,7.230447266703479,4.399422150882825,0,4,11,1.0,1.0,43
2012,21.0,Missouri,1.905,114.7588696,4.75,80.01,21.0,279.4,7.25,4.31,0,2,3,0.0,1.0,87
2013,22.0,Duke,1.905,99.33672903,4.76,83.50634934889987,20.23640776699029,291.9857,7.230447266703479,4.399422150882825,1,0,14,1.0,0.0,1018
2010,22.0,Syracuse,1.8542,100.2439138,4.53,85.09,8.0,294.64,6.9,4.31,1,0,19,1.0,1.0,676
2011,21.0,Notre Dame,1.8542,144.695966,5.21,72.39,31.0,248.92,7.230447266703479,4.78,0,2,4,0.0,1.0,309
2018,21.997016197783463,Arkansas,1.8288,95.2543977,4.81,74.93,20.23640776699029,284.48,7.18,4.48,1,0,14,0.0,0.0,2510
2019,24.0,North Carolina St.,1.9304,96.61517481,4.73,77.47,20.23640776699029,294.64,7.2,4.2,1,0,14,1.0,0.0,1461
2012,22.0,Baylor,1.778,88.90410452,4.49,97.79,20.23640776699029,307.34,6.93,4.18,1,0,19,1.0,1.0,324
2009,22.0,Weber St.,1.8288,112.4909078,4.87,88.9,22.0,287.02,7.36,4.33,1,0,5,0.0,0.0,2473
2017,22.0,Notre Dame,1.9812,143.3351889,5.33,52.07,22.0,291.9857,7.230447266703479,4.399422150882825,0,2,4,0.0,0.0,2274
2016,23.0,Clemson,1.8796,94.80080533,4.45,90.17,12.0,309.88,6.96,4.46,1,0,19,1.0,1.0,149
2015,22.0,Auburn,1.9304,144.2423737,5.02,78.74,20.0,256.54,7.5,4.57,0,2,4,1.0,1.0,700
2012,22.0,Ala-Birmingham,1.9812,139.70645,5.4,64.77,17.0,246.38,7.230447266703479,4.399422150882825,1,5,12,1.0,0.0,557
2018,23.0,Auburn,1.9558,96.61517481,4.764817905918058,83.50634934889987,20.23640776699029,291.9857,7.230447266703479,4.399422150882825,2,3,8,1.0,0.0,2039
2014,23.0,Buffalo,1.905,113.8516849,4.65,101.6,23.0,325.12,7.08,4.18,0,4,11,1.0,1.0,2720
2013,22.0,Texas A&M,1.8288,92.98643585,4.34,93.98,16.0,317.5,6.76,4.25,1,0,19,1.0,1.0,1888
2016,23.0,Cincinnati,1.9812,140.6136347,5.26,69.85,20.23640776699029,246.38,7.230447266703479,4.399422150882825,1,5,12,1.0,1.0,509
2014,21.997016197783463,San Diego St.,1.778,91.62565874,4.56,83.50634934889987,20.23640776699029,291.9857,7.230447266703479,4.399422150882825,1,0,15,0.0,0.0,134
2017,21.0,Auburn,1.9304,137.8920805,4.87,73.66,22.0,274.32,7.62,4.89,0,2,4,1.0,1.0,528
2010,22.0,Kansas,1.8034,92.98643585,4.46,100.33,17.0,304.8,7.230447266703479,4.399422150882825,0,1,17,1.0,1.0,1691
2019,22.0,Georgia,1.8034,83.46099608,4.55,92.71,20.23640776699029,297.18,6.96,4.399422150882825,1,0,19,1.0,1.0,296
2013,21.0,South Carolina,1.778,94.34721296,4.67,93.98,17.0,314.96,6.7,4.11,0,1,6,1.0,1.0,568
2009,22.0,Cincinnati,1.8034,87.99691978,4.5,80.01,17.0,276.86,7.27,4.35,0,1,1,1.0,0.0,1642
2013,22.0,Kansas,1.9558,135.1705263,5.07,72.39,20.23640776699029,284.48,7.52,4.51,1,5,12,1.0,0.0,408
2014,23.0,Clemson,1.8542,100.6975061,4.84,77.47,20.23640776699029,269.24,7.33,4.23,1,0,14,1.0,0.0,1754
2017,21.0,Stanford,1.905,123.830717,4.69,88.9,30.0,320.04,6.95,4.28,0,2,3,1.0,1.0,1321
2014,22.0,Pittsburgh,1.8542,129.2738255,4.68,81.28,35.0,294.64,7.11,4.39,0,2,4,1.0,1.0,1710
2010,21.997016197783463,California,1.8542,92.53284348,4.66,91.44,14.0,284.48,7.35,4.69,1,0,19,0.0,0.0,221
2009,22.0,Wisconsin,1.778,100.6975061,4.63,83.50634934889987,20.23640776699029,291.9857,7.230447266703479,4.399422150882825,1,0,15,0.0,1.0,1652
2011,23.0,Florida Atlantic,1.905,97.52235955,4.61,95.25,14.0,287.02,7.45,4.43,1,0,19,0.0,1.0,1047
2019,21.997016197783463,Ferris St.,2.0066,153.3142211,5.16,69.85,26.0,226.06,8.34,5.28,1,5,12,0.0,0.0,402
2009,23.0,South Florida,1.8796,110.2229459,4.76,83.50634934889987,27.0,284.48,7.230447266703479,4.399422150882825,0,4,11,1.0,1.0,173
2015,22.0,Toledo,1.9304,136.5313034,5.08,83.50634934889987,20.23640776699029,291.9857,7.230447266703479,4.399422150882825,1,5,0,0.0,1.0,707
2014,21.0,Louisville,1.905,113.8516849,4.66,88.9,23.0,307.34,7.48,4.47,0,2,3,1.0,1.0,1978
2019,21.997016197783463,Virginia Tech,2.0066,146.9639279,4.764817905918058,83.50634934889987,27.0,289.56,8.07,4.5,1,5,12,0.0,0.0,2692
2016,21.0,LSU,1.8288,86.63614267,4.61,93.98,16.0,312.42,6.86,4.0,0,1,17,1.0,0.0,2676
2017,20.0,Florida,1.8542,95.70799007,4.54,81.28,14.0,299.72,6.86,4.02,0,1,1,1.0,0.0,1244
2016,22.0,Oklahoma,1.8034,83.91458845,4.5,90.17,19.0,294.64,7.230447266703479,4.399422150882825,0,1,1,1.0,1.0,2430
2010,21.0,Appalachian St.,1.8034,84.82177319,4.41,83.50634934889987,20.23640776699029,291.9857,7.230447266703479,4.399422150882825,1,0,19,1.0,1.0,152
2017,22.0,Ohio St.,1.905,137.4384881,5.32,59.69,22.0,251.46,7.94,4.71,1,5,0,1.0,1.0,2230
2016,23.0,Penn St.,1.9304,125.6450865,4.81,77.47,28.0,276.86,7.63,4.39,0,2,4,1.0,1.0,1189
2016,23.0,Western Kentucky,1.9812,112.9445001,4.77,83.50634934889987,20.23640776699029,291.9857,7.230447266703479,4.399422150882825,1,0,18,1.0,1.0,270
2016,22.0,USC,1.8542,99.7903214,4.89,74.93,20.23640776699029,264.16,7.32,4.0,1,0,14,1.0,1.0,1407
2010,22.0,Oklahoma St.,1.9558,139.2528576,5.18,83.50634934889987,38.0,291.9857,7.230447266703479,4.399422150882825,1,5,12,1.0,1.0,1105
2011,23.0,Mississippi,1.8796,151.953444,5.25,63.5,27.0,236.22,8.17,5.06,0,2,4,1.0,1.0,662
2013,22.0,North Carolina,1.9812,149.2318897,5.27,57.15,22.0,248.92,7.85,4.96,1,5,10,1.0,1.0,321
2016,21.997016197783463,Utah,1.778,104.7798375,5.05,78.74,22.0,287.02,7.230447266703479,4.399422150882825,0,4,7,0.0,0.0,685
2015,23.0,Hawaii,1.8288,112.0373154,5.02,80.01,30.0,279.4,7.24,4.33,1,0,5,1.0,1.0,1641
2009,23.0,Missouri Western St.,1.905,147.8711126,5.25,83.50634934889987,20.23640776699029,291.9857,7.230447266703479,4.399422150882825,1,5,10,0.0,0.0,430
2015,21.0,Arkansas,1.8796,120.6555704,4.93,92.71,28.0,307.34,7.34,4.4,0,2,3,1.0,0.0,2407
2014,22.0,Michigan St.,1.8034,90.26488163,4.52,83.50634934889987,15.0,291.9857,7.230447266703479,4.399422150882825,0,1,1,1.0,1.0,257
2019,23.0,LSU,1.8288,91.17206637,4.67,74.93,20.23640776699029,304.8,7.09,4.33,0,1,16,0.0,0.0,1928
2017,23.0,Michigan,1.905,92.53284348,4.47,90.17,10.0,335.28,6.7,4.09,1,0,19,1.0,1.0,2504
2009,22.0,Boston Col.,1.8542,152.8606287,5.12,81.28,33.0,261.62,7.9,4.69,0,2,4,1.0,0.0,1739
2014,21.997016197783463,Kansas,1.9304,106.594207,4.69,82.55,20.23640776699029,291.9857,7.230447266703479,4.399422150882825,1,0,18,0.0,0.0,2263
2010,21.997016197783463,North Carolina,1.8542,145.6031508,4.95,83.50634934889987,20.23640776699029,291.9857,7.230447266703479,4.399422150882825,0,2,4,0.0,0.0,254
2016,20.0,UCLA,1.8796,104.7798375,4.72,85.09,12.0,299.72,6.97,4.24,1,0,18,1.0,1.0,1274
2009,21.997016197783463,Baylor,1.9304,139.70645,5.48,57.15,18.0,218.44,8.67,5.42,1,5,10,0.0,0.0,839
2015,22.0,Texas-El Paso,1.9812,119.2947933,4.98,77.47,19.0,279.4,7.46,4.54,1,0,18,0.0,1.0,874
2011,22.0,Ohio St.,1.778,103.8726527,4.53,83.82,28.0,292.1,6.89,4.26,0,4,11,1.0,1.0,168
2017,23.0,USC,2.0066,138.7992652,5.48,52.07,15.0,266.7,7.230447266703479,5.01,1,5,12,0.0,0.0,1393
2015,23.0,Arizona St.,1.905,139.2528576,4.91,83.50634934889987,27.0,291.9857,7.230447266703479,4.399422150882825,0,2,4,1.0,1.0,1861
2016,23.0,Stanford,1.905,98.88313666,4.78,82.55,20.23640776699029,287.02,6.9,4.31,1,0,14,1.0,1.0,1293
2014,24.0,Utah,1.905,95.70799007,4.51,99.06,20.23640776699029,327.66,7.29,4.18,0,1,1,1.0,1.0,291
2013,23.0,Youngstown St.,1.8796,143.7887813,5.48,58.42,35.0,241.3,8.07,4.82,1,5,10,0.0,0.0,2026
2009,21.0,Georgia Tech,1.8796,137.8920805,5.32,83.82,29.0,291.9857,7.230447266703479,4.399422150882825,0,2,4,1.0,1.0,486
2016,21.997016197783463,Louisiana St,1.8542,77.56429527,4.49,90.17,20.23640776699029,307.34,7.230447266703479,4.399422150882825,0,1,1,0.0,0.0,420
2014,22.0,Utah St.,1.7526,86.1825503,4.48,83.82,16.0,304.8,7.12,4.4,0,1,1,1.0,1.0,135
2013,23.0,Georgia,1.8796,111.1301307,4.74,83.50634934889987,20.23640776699029,291.9857,7.230447266703479,4.399422150882825,0,4,11,1.0,0.0,869
2012,25.0,BYU,1.9304,136.9848957,5.27,83.50634934889987,25.0,291.9857,7.230447266703479,4.399422150882825,1,5,12,0.0,1.0,2071
2015,21.997016197783463,Massachusetts,1.9558,111.1301307,4.84,83.82,20.23640776699029,289.56,7.5,4.6,1,0,18,0.0,0.0,1556
2013,22.0,Georgia Tech,1.8034,85.72895793,4.42,93.98,11.0,314.96,7.230447266703479,4.399422150882825,0,1,1,0.0,1.0,1435
2009,22.0,New Mexico,1.8034,89.81128926,4.52,87.63,17.0,309.88,7.0,4.44,0,1,1,1.0,0.0,1269
2015,21.0,Kentucky,1.9558,139.2528576,5.51,63.5,20.23640776699029,246.38,7.91,4.87,1,5,12,0.0,0.0,2722
2019,21.997016197783463,UCLA,1.9304,135.6241186,5.32,73.66,21.0,266.7,8.0,4.84,1,5,12,0.0,0.0,1550
2013,22.0,North Carolina,1.9812,144.2423737,5.27,83.50634934889987,20.23640776699029,291.9857,7.230447266703479,4.399422150882825,1,5,12,1.0,1.0,2477
2012,23.0,California,1.9304,94.34721296,4.86,83.50634934889987,20.23640776699029,291.9857,7.230447266703479,4.399422150882825,2,3,13,1.0,1.0,1068
2010,22.0,Vanderbilt,1.8796,92.07925111,4.42,93.98,10.0,320.04,7.230447266703479,4.399422150882825,0,1,6,1.0,1.0,2389
2019,23.0,Florida,1.8034,94.34721296,4.47,76.2,21.0,294.64,7.37,4.63,1,0,15,1.0,1.0,1330
2016,21.0,Florida St.,1.8542,94.80080533,4.41,105.41,14.0,342.9,6.94,4.18,0,1,1,1.0,1.0,1364
2011,22.0,Appalachian St.,1.8034,108.4085764,4.71,78.74,20.0,264.16,7.35,4.45,0,4,11,1.0,0.0,952
2014,22.0,Oklahoma St.,1.8288,91.62565874,4.37,90.17,20.0,320.04,6.92,4.399422150882825,0,1,1,1.0,1.0,210
2011,21.0,Notre Dame,1.7272,90.26488163,4.59,83.50634934889987,23.0,291.9857,7.230447266703479,4.399422150882825,1,0,15,0.0,1.0,2506
2011,21.997016197783463,USC,1.9304,137.8920805,5.12,82.55,31.0,266.7,7.67,4.59,1,5,0,0.0,0.0,1795
2011,22.0,South Florida,1.8796,134.7169339,4.98,71.12,29.0,264.16,7.48,4.56,0,2,4,1.0,1.0,436
2018,23.0,LSU,1.8796,100.6975061,4.76,77.47,20.23640776699029,289.56,7.09,4.37,1,0,14,1.0,0.0,387
2009,23.0,Alabama,1.8542,99.33672903,4.75,74.93,20.23640776699029,266.7,7.53,4.59,1,0,14,0.0,1.0,1133
2018,22.0,Washington,1.8796,104.3262451,4.79,77.47,21.0,297.18,7.26,4.399422150882825,0,4,7,1.0,1.0,1667
2012,23.0,Fresno St.,1.7526,84.82177319,4.36,99.06,17.0,312.42,7.230447266703479,4.399422150882825,1,0,19,1.0,1.0,450
2012,23.0,Wisconsin,1.8034,92.53284348,4.53,86.36,20.23640776699029,299.72,6.97,4.09,1,0,14,1.0,1.0,1688
2010,23.0,South Florida,1.8288,88.90410452,4.5,96.52,16.0,322.58,6.87,4.05,0,1,1,1.0,1.0,2732
2016,22.0,Iowa,1.778,91.62565874,4.75,91.44,8.0,304.8,7.18,4.15,0,1,6,0.0,0.0,2016
2017,22.0,Tennessee,1.905,97.97595192,4.64,83.82,20.23640776699029,309.88,6.75,4.31,1,0,14,1.0,1.0,1575
2010,23.0,Stanford,1.9558,111.583723,4.82,83.50634934889987,17.0,291.9857,7.230447266703479,4.399422150882825,1,0,18,1.0,1.0,1389
2016,21.997016197783463,Boston Col.,1.9812,128.8202331,5.1,74.93,25.0,274.32,7.55,4.62,0,2,3,0.0,0.0,1562
2016,23.0,Colorado,1.8542,93.44002822,4.69,88.9,12.0,289.56,7.09,4.2,1,0,19,0.0,1.0,332
2011,23.0,Idaho,1.9304,108.8621688,5.12,64.77,20.23640776699029,259.08,7.13,4.46,1,0,14,1.0,0.0,1849
2013,23.0,Utah,1.8796,141.0672271,5.14,83.50634934889987,20.23640776699029,291.9857,7.230447266703479,4.399422150882825,0,2,4,1.0,1.0,1897
2017,22.0,Minnesota,1.8542,93.44002822,4.764817905918058,82.55,13.0,292.1,7.08,4.28,0,1,17,0.0,0.0,1942
2015,23.0,Louisville,1.8796,106.1406146,4.63,83.50634934889987,17.0,291.9857,7.230447266703479,4.399422150882825,1,0,15,0.0,0.0,819
2014,21.0,Oregon,1.8034,87.08973504,4.63,86.36,20.23640776699029,297.18,6.57,4.0,0,1,1,1.0,0.0,1882
2015,21.997016197783463,Prairie View,1.9304,112.4909078,4.99,80.01,20.23640776699029,287.02,7.3,4.51,1,0,14,0.0,0.0,786
2011,22.0,Fresno St.,1.8542,87.54332741,4.59,81.28,4.0,284.48,7.16,4.18,1,0,19,0.0,0.0,1410
2012,23.0,Houston,1.7526,78.01788764,4.57,83.50634934889987,20.23640776699029,291.9857,7.230447266703479,4.399422150882825,1,0,19,0.0,0.0,1610
2010,21.0,Florida,1.8034,93.44002822,4.44,95.25,14.0,302.26,6.95,4.36,0,1,6,1.0,1.0,199
2009,21.0,TCU,1.8288,106.1406146,4.59,88.9,22.0,292.1,7.21,4.34,0,4,11,1.0,1.0,1100
2016,22.0,Colorado,1.8288,84.82177319,4.43,92.71,20.23640776699029,302.26,7.230447266703479,4.399422150882825,0,1,1,0.0,1.0,932
2018,23.0,Virginia,1.8796,107.9549841,4.66,90.17,20.23640776699029,307.34,7.05,4.24,0,4,7,1.0,1.0,289
2017,23.0,LSU,1.8542,91.62565874,4.57,77.47,20.23640776699029,294.64,7.29,4.55,1,0,19,0.0,0.0,246
2011,22.0,Oklahoma,1.8542,94.34721296,4.57,87.63,23.0,307.34,7.05,4.06,0,1,6,1.0,1.0,2215
2010,21.0,Indiana,1.9558,143.3351889,5.21,74.93,27.0,287.02,7.42,4.67,1,5,12,1.0,0.0,1963
2009,24.0,Connecticut,1.9812,139.2528576,5.06,85.09,27.0,271.78,7.62,4.77,1,5,12,1.0,1.0,1999
2012,24.0,Penn St.,1.9304,147.4175203,5.52,69.85,31.0,291.9857,7.96,5.0,1,5,10,1.0,0.0,410
2011,22.0,Rutgers,1.8288,95.2543977,4.42,92.71,18.0,309.88,6.82,4.13,0,1,17,0.0,1.0,439
2019,21.0,Central Michigan,1.8288,88.45051215,4.42,105.41,14.0,320.04,7.230447266703479,4.399422150882825,0,1,1,1.0,1.0,432
2015,23.0,North Dakota St.,1.8288,98.42954429,4.62,101.6,15.0,317.5,7.15,4.25,1,0,15,0.0,0.0,809
2012,22.0,Notre Dame,1.8542,94.34721296,4.66,86.36,12.0,294.64,6.71,3.97,0,1,1,1.0,0.0,478
2013,21.0,Wisconsin,1.9304,141.5208194,5.58,72.39,21.0,246.38,7.81,4.76,1,5,0,1.0,0.0,1316
2014,21.0,Wyoming,1.8034,88.90410452,4.49,90.17,15.0,299.72,7.26,4.19,0,1,6,1.0,1.0,2072
2010,21.0,Louisiana Tech,1.8796,137.8920805,5.01,83.50634934889987,20.23640776699029,291.9857,7.230447266703479,4.399422150882825,0,2,4,1.0,1.0,1061
